Cible,Nombres,Iterations_Prog1,Resultat_v1,Iterations_Prog2,Resultat_v2,Division_Iterations
215,"[4, 4, 5, 5, 8, 2]",3196,True,1446,True,2.2102351313969573
297,"[7, 7, 4, 9, 9, 1]",180157,True,18446,True,9.766724493115039
189,"[6, 1, 4, 7, 7, 10]",166,True,127,True,1.3070866141732282
351,"[6, 1, 2, 9, 4, 7]",59195,True,23536,True,2.515083276682529
821,"[25, 5, 3, 8, 100, 7]",18308,True,10642,True,1.7203533170456682
782,"[5, 3, 7, 3, 4, 4]",279015,False,29637,False,9.414414414414415
691,"[1, 25, 4, 7, 1, 9]",5896,True,3441,True,1.7134553908747456
947,"[4, 9, 10, 5, 7, 3]",101376,True,47791,True,2.1212362160239375
862,"[6, 9, 1, 4, 50, 4]",330086,False,47720,False,6.917141659681476
284,"[5, 50, 1, 2, 2, 50]",237738,True,28533,True,8.33203658921249
768,"[9, 75, 6, 10, 10, 7]",18494,True,6398,True,2.8905908096280086
668,"[7, 1, 100, 10, 7, 50]",17319,True,7617,True,2.273729814887751
169,"[10, 6, 5, 50, 7, 10]",13580,True,7466,True,1.8189124028931154
360,"[8, 2, 1, 10, 3, 6]",38720,True,15679,True,2.4695452516104344
770,"[10, 8, 9, 9, 4, 5]",34770,True,10744,True,3.236224869694713
114,"[6, 50, 6, 50, 5, 3]",5313,True,3099,True,1.7144240077444337
987,"[75, 100, 1, 9, 25, 9]",310896,False,45485,False,6.835132461250962
110,"[3, 1, 6, 4, 3, 8]",727,True,639,True,1.137715179968701
764,"[10, 3, 10, 75, 2, 50]",36304,True,19815,True,1.832147363108756
230,"[8, 3, 7, 4, 5, 7]",241,True,215,True,1.1209302325581396
583,"[9, 25, 75, 100, 5, 100]",75984,True,22743,True,3.3409840390449808
500,"[1, 3, 6, 9, 50, 75]",148,True,148,True,1.0
753,"[3, 9, 3, 2, 5, 4]",2324,True,1829,True,1.2706396938217606
936,"[10, 4, 2, 4, 6, 100]",62680,True,19022,True,3.2951319524760803
177,"[50, 10, 6, 1, 1, 5]",376657,False,39156,False,9.619394217999796
466,"[25, 50, 10, 75, 3, 6]",8926,True,5548,True,1.6088680605623649
502,"[75, 5, 5, 5, 9, 6]",271305,False,22984,False,11.80408109989558
233,"[7, 2, 10, 50, 2, 8]",817,True,688,True,1.1875
644,"[5, 6, 9, 2, 3, 9]",61041,True,18888,True,3.2317344345616266
873,"[8, 1, 8, 2, 3, 5]",369678,False,50065,False,7.383960850893838
355,"[6, 3, 2, 5, 50, 6]",52895,True,25740,True,2.054972804972805
961,"[4, 2, 25, 3, 25, 25]",294148,False,25072,False,11.732131461391193
180,"[4, 75, 6, 10, 10, 7]",14402,True,4753,True,3.030086261308647
893,"[4, 2, 5, 2, 8, 8]",318902,False,30741,False,10.373832991769948
117,"[9, 100, 5, 1, 1, 7]",19367,True,3696,True,5.239989177489178
936,"[5, 10, 9, 8, 3, 8]",136736,True,35944,True,3.8041397729801916
997,"[10, 5, 2, 7, 2, 6]",300247,False,58746,False,5.1109352126102205
891,"[100, 4, 75, 5, 50, 25]",283237,False,109571,False,2.5849631745626125
683,"[10, 8, 3, 9, 10, 10]",8645,True,3533,True,2.4469289555618454
629,"[6, 2, 6, 25, 50, 3]",14642,True,8008,True,1.8284215784215785
940,"[2, 10, 1, 8, 6, 6]",39118,True,9475,True,4.128548812664907
512,"[5, 10, 6, 1, 9, 1]",193684,True,29659,True,6.530361778886679
805,"[1, 1, 7, 50, 6, 3]",411395,False,43277,False,9.506088684520646
298,"[8, 2, 8, 1, 10, 2]",85206,True,17114,True,4.978730863620428
513,"[6, 6, 6, 9, 25, 3]",658,True,574,True,1.146341463414634
276,"[2, 10, 2, 7, 4, 1]",3947,True,2449,True,1.6116782360147
696,"[2, 8, 10, 50, 2, 3]",10360,True,6600,True,1.5696969696969696
579,"[10, 4, 8, 8, 6, 2]",287549,False,57802,False,4.9747240579910725
745,"[4, 5, 3, 4, 2, 2]",345689,False,31603,False,10.938486852514002
937,"[50, 10, 9, 2, 5, 9]",274862,False,56263,False,4.885306506940618
391,"[1, 2, 25, 9, 1, 75]",331664,True,36878,True,8.99354628775964
450,"[9, 100, 3, 5, 6, 5]",31753,True,10240,True,3.10087890625
717,"[6, 8, 8, 7, 10, 3]",225390,True,48932,True,4.606188179514429
572,"[4, 100, 3, 75, 10, 2]",33877,True,18746,True,1.8071588605569189
764,"[9, 4, 3, 2, 6, 6]",354329,False,65204,False,5.434160480952089
488,"[1, 6, 8, 4, 8, 9]",32810,True,11041,True,2.9716511185581016
186,"[75, 1, 75, 2, 7, 9]",23587,True,9746,True,2.4201723784116562
963,"[50, 5, 25, 6, 9, 4]",100996,True,48487,True,2.082950069090684
188,"[4, 1, 10, 10, 25, 3]",18096,True,4313,True,4.195687456526779
672,"[6, 8, 5, 10, 1, 5]",36768,True,8845,True,4.156924816280385
627,"[25, 1, 3, 50, 6, 7]",89,True,89,True,1.0
881,"[1, 75, 1, 3, 50, 100]",375438,False,39501,False,9.504518872939926
495,"[7, 4, 5, 2, 8, 8]",8706,True,3468,True,2.51038062283737
421,"[2, 9, 75, 2, 2, 9]",314057,False,14994,False,20.945511537948512
252,"[100, 3, 3, 8, 3, 8]",26372,True,2470,True,10.676923076923076
512,"[50, 4, 6, 5, 7, 6]",19427,True,7411,True,2.621373633787613
494,"[3, 9, 9, 1, 6, 1]",28039,True,3469,True,8.082732776016144
486,"[3, 4, 2, 2, 2, 50]",451344,False,32564,False,13.86021373295664
361,"[10, 6, 4, 3, 5, 75]",3500,True,2631,True,1.330292664386165
472,"[8, 9, 10, 10, 4, 6]",5277,True,2809,True,1.8786044855820576
927,"[75, 7, 100, 10, 4, 9]",718,True,572,True,1.2552447552447552
415,"[9, 3, 10, 6, 4, 6]",58537,True,18602,True,3.1468121707343295
858,"[25, 5, 10, 4, 10, 75]",284447,False,61331,False,4.637899267906931
160,"[3, 25, 6, 1, 25, 7]",156,True,143,True,1.0909090909090908
712,"[2, 9, 7, 10, 5, 10]",1461,True,830,True,1.7602409638554217
971,"[5, 7, 10, 6, 6, 5]",276883,False,30944,False,8.947873578076525
242,"[6, 6, 5, 10, 75, 50]",271280,False,57665,False,4.704413422353247
199,"[50, 9, 10, 8, 8, 6]",14896,True,4945,True,3.012335692618807
102,"[5, 50, 6, 10, 3, 2]",1404,True,1153,True,1.217692974848222
838,"[4, 6, 4, 25, 5, 10]",16127,True,9185,True,1.7557974959172564
181,"[75, 4, 9, 25, 50, 8]",12112,True,7079,True,1.7109761265715497
140,"[9, 7, 25, 10, 50, 2]",4171,True,3039,True,1.372490950970714
243,"[4, 3, 8, 9, 8, 2]",71899,True,20685,True,3.475900410925792
251,"[5, 3, 9, 5, 4, 10]",55705,True,24966,True,2.231234478891292
649,"[6, 10, 9, 9, 5, 6]",273838,False,30948,False,8.84832622463487
960,"[5, 75, 9, 1, 7, 1]",59804,True,11717,True,5.104036869505846
103,"[6, 6, 3, 6, 6, 50]",17656,True,2912,True,6.063186813186813
116,"[3, 3, 4, 25, 5, 1]",64,True,64,True,1.0
582,"[6, 7, 4, 3, 25, 5]",1998,True,1598,True,1.2503128911138923
110,"[9, 8, 50, 1, 5, 6]",4319,True,2547,True,1.6957204554377698
199,"[6, 3, 25, 2, 8, 100]",641,True,553,True,1.1591320072332731
212,"[3, 5, 10, 2, 2, 2]",198445,True,21585,True,9.193652999768357
106,"[100, 6, 6, 7, 2, 3]",16388,True,5196,True,3.153964588144727
655,"[9, 9, 1, 3, 8, 5]",118049,True,22198,True,5.318001621767727
615,"[75, 4, 8, 1, 3, 6]",69849,True,28528,True,2.4484366236679755
603,"[75, 6, 8, 4, 3, 5]",18787,True,10708,True,1.7544826298094882
239,"[5, 10, 7, 9, 8, 5]",14166,True,7749,True,1.8281068524970965
505,"[25, 75, 1, 100, 1, 10]",385863,False,43076,False,8.957725879840282
621,"[3, 4, 8, 10, 5, 1]",41859,True,17676,True,2.3681262729124235
571,"[8, 2, 1, 50, 5, 8]",3199,True,1982,True,1.614026236125126
779,"[7, 10, 3, 5, 9, 1]",266946,True,75774,True,3.5229234302003327
538,"[6, 6, 100, 8, 6, 3]",19727,True,6790,True,2.905301914580265
258,"[3, 2, 2, 1, 1, 2]",606261,False,9490,False,63.88419388830348
340,"[5, 1, 2, 3, 1, 9]",468727,False,42634,False,10.99420650185298
625,"[6, 6, 8, 10, 1, 10]",326313,False,26182,False,12.463257199602781
647,"[25, 10, 4, 5, 25, 8]",65988,True,29025,True,2.2734883720930235
471,"[8, 3, 3, 25, 7, 10]",15652,True,5727,True,2.7330190326523485
297,"[10, 50, 4, 9, 7, 3]",9153,True,5607,True,1.6324237560192616
960,"[8, 1, 3, 7, 8, 100]",2362,True,1865,True,1.2664879356568364
436,"[9, 7, 5, 50, 5, 5]",96570,True,12154,True,7.945532335033734
944,"[10, 100, 8, 100, 1, 2]",165020,True,41277,True,3.9978680621169174
838,"[75, 8, 5, 8, 2, 75]",15321,True,5370,True,2.853072625698324
929,"[6, 1, 5, 10, 7, 7]",318386,False,45038,False,7.069274834584129
370,"[4, 10, 3, 1, 2, 7]",101226,True,36342,True,2.785372296516427
813,"[50, 5, 4, 4, 6, 3]",59200,True,17728,True,3.339350180505415
833,"[4, 10, 7, 50, 9, 1]",180544,True,60867,True,2.966205004353755
342,"[3, 1, 10, 2, 7, 3]",47957,True,18617,True,2.575978943975936
654,"[50, 1, 4, 5, 10, 9]",63314,True,26064,True,2.4291743400859422
778,"[4, 3, 3, 10, 8, 7]",48758,True,15334,True,3.179731316029738
387,"[25, 2, 25, 5, 6, 8]",2335,True,1842,True,1.267643865363735
144,"[25, 7, 5, 3, 1, 2]",20802,True,9478,True,2.1947668284448194
297,"[1, 3, 8, 1, 8, 6]",23326,True,6512,True,3.582002457002457
424,"[6, 50, 4, 3, 100, 3]",50101,True,15143,True,3.3085253912698938
199,"[25, 7, 7, 10, 2, 9]",2517,True,1820,True,1.382967032967033
330,"[3, 9, 10, 4, 7, 4]",2226,True,1128,True,1.9734042553191489
328,"[3, 10, 7, 10, 5, 8]",60300,True,20252,True,2.9774837053130554
200,"[10, 25, 25, 9, 10, 9]",514,True,355,True,1.447887323943662
800,"[9, 8, 1, 5, 5, 4]",102164,True,21821,True,4.6819119197103705
648,"[1, 6, 1, 5, 3, 8]",134142,True,25162,True,5.3311342500596135
762,"[1, 6, 5, 2, 5, 10]",398925,False,52803,False,7.554968467700699
442,"[7, 6, 8, 5, 50, 3]",1699,True,1343,True,1.265078183172003
486,"[3, 5, 1, 8, 5, 75]",87489,True,22058,True,3.966316075800163
717,"[10, 2, 9, 10, 1, 10]",337444,False,19050,False,17.713595800524935
494,"[5, 2, 2, 6, 2, 6]",419222,False,17800,False,23.551797752808987
237,"[4, 6, 10, 3, 1, 4]",7605,True,4214,True,1.8046986236355007
812,"[1, 25, 8, 100, 75, 3]",27833,True,15498,True,1.7959091495676862
363,"[4, 7, 4, 9, 4, 3]",12729,True,4169,True,3.0532501798992566
641,"[50, 6, 8, 6, 7, 1]",76604,True,20374,True,3.7598900559536665
636,"[6, 1, 9, 10, 9, 3]",26224,True,6953,True,3.7716093772472314
847,"[10, 9, 7, 50, 7, 8]",3995,True,2082,True,1.9188280499519692
165,"[8, 8, 6, 1, 1, 6]",392881,False,12075,False,32.53672877846791
806,"[3, 1, 4, 5, 2, 1]",450502,False,37545,False,11.998987881209215
401,"[5, 6, 1, 4, 4, 5]",77463,True,13886,True,5.578496327236065
533,"[6, 7, 3, 3, 3, 6]",319766,False,13920,False,22.97169540229885
369,"[10, 50, 3, 75, 75, 6]",66181,True,19950,True,3.31734335839599
752,"[1, 75, 9, 8, 1, 6]",12354,True,6017,True,2.0531826491607115
581,"[1, 3, 8, 7, 2, 4]",235665,True,65794,True,3.581861567924127
927,"[10, 4, 4, 3, 9, 3]",352348,False,38382,False,9.180032306810483
825,"[9, 25, 8, 7, 9, 100]",1299,True,1047,True,1.2406876790830945
284,"[10, 10, 75, 3, 6, 8]",25209,True,13808,True,1.825680764774044
543,"[4, 5, 2, 3, 7, 100]",99701,True,47975,True,2.078186555497655
173,"[1, 2, 50, 7, 9, 5]",16052,True,9082,True,1.7674521030609998
884,"[7, 10, 7, 4, 1, 3]",338658,False,46149,False,7.338360527855425
642,"[75, 2, 1, 7, 9, 2]",71259,True,17706,True,4.024567943070146
720,"[5, 10, 10, 50, 4, 2]",39383,True,12906,True,3.0515264218193088
659,"[1, 50, 4, 3, 10, 100]",594,True,514,True,1.1556420233463034
361,"[3, 6, 4, 1, 5, 7]",176096,True,55451,True,3.1757046762006094
533,"[9, 7, 2, 8, 8, 6]",48591,True,14787,True,3.2860620815581254
353,"[50, 2, 2, 3, 50, 6]",7260,True,2541,True,2.857142857142857
621,"[5, 4, 2, 8, 75, 75]",18010,True,6138,True,2.9341805148256763
112,"[25, 9, 2, 8, 1, 100]",11579,True,5878,True,1.9698877169105138
521,"[5, 3, 2, 1, 100, 3]",67140,True,16385,True,4.097650289899298
703,"[7, 1, 10, 8, 3, 75]",5915,True,3132,True,1.8885696040868454
605,"[7, 7, 5, 4, 4, 1]",150093,True,15712,True,9.552762219959266
190,"[8, 1, 6, 50, 10, 5]",45713,True,19454,True,2.3497995270895444
517,"[5, 50, 5, 2, 8, 2]",27635,True,9643,True,2.865809395416364
949,"[3, 2, 9, 10, 1, 1]",414175,False,40902,False,10.126032956823627
472,"[8, 4, 8, 8, 50, 2]",7145,True,3688,True,1.9373644251626898
640,"[1, 2, 1, 50, 4, 5]",510905,False,50334,False,10.150296022569238
688,"[3, 4, 8, 6, 9, 9]",147217,True,38023,True,3.8717881282381716
305,"[75, 8, 9, 25, 3, 2]",13309,True,7406,True,1.7970564407237375
341,"[6, 5, 10, 50, 4, 3]",14361,True,7955,True,1.8052796983029542
949,"[2, 2, 7, 3, 7, 4]",317907,False,32227,False,9.864616625810656
350,"[4, 1, 50, 8, 50, 50]",89170,True,8839,True,10.088245276615002
412,"[2, 6, 8, 100, 25, 75]",28937,True,16068,True,1.800908638287279
912,"[7, 10, 3, 5, 100, 8]",95987,True,46482,True,2.0650359278860635
397,"[3, 100, 10, 8, 75, 4]",1713,True,1386,True,1.2359307359307359
928,"[10, 2, 25, 10, 2, 4]",19064,True,6251,True,3.049752039673652
227,"[3, 7, 7, 50, 7, 1]",331372,False,18589,False,17.826241325515088
869,"[3, 4, 8, 7, 7, 6]",276018,False,54420,False,5.07199558985667
723,"[2, 50, 9, 5, 2, 8]",161511,True,47109,True,3.4284531618162135
688,"[10, 10, 5, 6, 8, 5]",311067,False,35635,False,8.729254945980076
650,"[5, 2, 75, 3, 2, 1]",436739,False,56527,False,7.726201638155218
828,"[10, 2, 50, 100, 2, 25]",64544,True,22254,True,2.900332524489979
568,"[9, 2, 9, 6, 10, 9]",307752,False,26245,False,11.726119260811583
518,"[4, 4, 4, 9, 2, 3]",341448,False,25983,False,13.14120771273525
974,"[5, 4, 10, 8, 6, 3]",103205,True,49445,True,2.087268682374355
802,"[25, 4, 6, 5, 1, 7]",74031,True,28872,True,2.564110556940981
908,"[2, 3, 100, 3, 5, 2]",12633,True,4309,True,2.931770712462288
792,"[9, 4, 3, 10, 5, 25]",31808,True,17527,True,1.8148000228219319
170,"[1, 1, 5, 7, 4, 10]",608,True,517,True,1.1760154738878144
339,"[75, 5, 3, 3, 3, 1]",448008,False,24020,False,18.651457119067445
279,"[7, 7, 9, 5, 2, 10]",121417,True,29802,True,4.074122542111268
221,"[4, 6, 75, 1, 1, 4]",6715,True,2129,True,3.154062940347581
291,"[75, 2, 9, 8, 4, 2]",20910,True,7198,True,2.9049736037788274
579,"[9, 8, 100, 5, 5, 2]",146919,True,38819,True,3.784718823256653
878,"[5, 2, 6, 3, 5, 1]",376303,False,46587,False,8.077425032734453
558,"[10, 10, 3, 8, 7, 50]",6843,True,4487,True,1.5250724314686874
819,"[75, 10, 100, 50, 5, 6]",6672,True,4549,True,1.4666959771378325
504,"[3, 8, 4, 5, 5, 9]",28833,True,8885,True,3.2451322453573437
838,"[9, 10, 6, 2, 75, 10]",49294,True,16096,True,3.0625
262,"[4, 5, 10, 6, 50, 100]",3939,True,2815,True,1.3992895204262878
322,"[1, 4, 1, 10, 25, 25]",377264,False,21711,False,17.376629358389756
199,"[6, 1, 7, 10, 2, 75]",15573,True,6618,True,2.35312783318223
868,"[2, 3, 6, 4, 8, 10]",36834,True,19793,True,1.8609609457889154
201,"[6, 7, 7, 8, 4, 3]",1294,True,997,True,1.2978936810431294
574,"[6, 5, 9, 3, 5, 4]",282576,False,54133,False,5.220032143055068
354,"[4, 9, 50, 100, 1, 6]",19582,True,8886,True,2.203691199639883
886,"[6, 5, 75, 7, 6, 6]",269684,False,22579,False,11.944018778511007
279,"[5, 100, 6, 4, 9, 10]",469,True,445,True,1.053932584269663
973,"[3, 25, 2, 5, 9, 1]",115329,True,42544,True,2.7108170364798796
405,"[2, 1, 10, 2, 1, 8]",434760,False,22960,False,18.93554006968641
313,"[6, 1, 8, 5, 2, 9]",62553,True,25802,True,2.424346949848849
676,"[75, 9, 9, 10, 7, 8]",46603,True,15117,True,3.0828206654759542
936,"[6, 9, 5, 3, 25, 100]",5618,True,3883,True,1.446819469482359
430,"[6, 7, 1, 4, 5, 7]",188034,True,36380,True,5.168609125893348
550,"[9, 8, 50, 75, 1, 1]",4236,True,1475,True,2.871864406779661
980,"[9, 8, 1, 3, 9, 2]",368043,False,49516,False,7.432809596897973
985,"[6, 4, 25, 9, 2, 4]",282759,False,57864,False,4.8866134384072994
237,"[9, 1, 4, 10, 75, 3]",346,True,321,True,1.0778816199376946
772,"[1, 9, 7, 9, 3, 8]",319802,False,43729,False,7.313270369777493
923,"[9, 4, 25, 100, 7, 4]",46242,True,14128,True,3.273074745186863
447,"[6, 9, 10, 1, 5, 6]",13213,True,5827,True,2.267547623133688
462,"[5, 7, 8, 2, 3, 4]",81658,True,38590,True,2.116040424980565
222,"[10, 1, 7, 9, 1, 3]",101735,True,22625,True,4.496574585635359
747,"[7, 1, 7, 2, 25, 7]",344512,False,20372,False,16.911054388376204
708,"[2, 25, 75, 5, 9, 5]",1522,True,821,True,1.853836784409257
684,"[2, 6, 10, 6, 50, 2]",21599,True,8081,True,2.6728127706966958
305,"[4, 75, 50, 2, 9, 7]",7679,True,4991,True,1.5385694249649369
824,"[3, 1, 3, 7, 5, 9]",338725,False,44582,False,7.597797317302947
844,"[50, 5, 3, 5, 75, 6]",113719,True,38500,True,2.9537402597402598
867,"[10, 8, 8, 3, 6, 10]",148836,True,24865,True,5.985763120852604
785,"[10, 9, 7, 5, 5, 6]",167748,True,44553,True,3.765133661032927
984,"[1, 5, 4, 10, 3, 9]",375269,False,89924,False,4.173179573862373
313,"[4, 5, 25, 7, 50, 6]",3481,True,2557,True,1.3613609698865858
478,"[7, 100, 5, 5, 2, 9]",3952,True,1887,True,2.0943296237413884
591,"[9, 3, 8, 9, 10, 1]",14719,True,7173,True,2.0520005576467306
695,"[7, 7, 10, 8, 10, 1]",6792,True,2889,True,2.3509865005192108
429,"[8, 3, 6, 3, 8, 50]",14783,True,4913,True,3.008955831467535
384,"[9, 50, 75, 1, 3, 7]",12384,True,5634,True,2.198083067092652
796,"[4, 8, 7, 6, 9, 10]",2606,True,2014,True,1.2939424031777558
290,"[3, 2, 2, 5, 6, 10]",76952,True,24973,True,3.0814079205541987
510,"[9, 6, 10, 2, 25, 6]",67777,True,23368,True,2.9004193769257105
353,"[6, 10, 5, 1, 8, 6]",23594,True,10414,True,2.2656039946226234
389,"[75, 1, 7, 2, 3, 3]",68950,True,16380,True,4.2094017094017095
253,"[4, 2, 9, 1, 75, 2]",62590,True,15237,True,4.107763995537179
847,"[10, 6, 7, 75, 1, 9]",70223,True,27130,True,2.588389237007003
447,"[8, 9, 9, 10, 4, 100]",1258,True,960,True,1.3104166666666666
265,"[9, 100, 1, 4, 5, 10]",22743,True,10620,True,2.1415254237288135
664,"[7, 9, 10, 3, 1, 10]",313052,False,43771,False,7.15204130588746
535,"[6, 25, 9, 9, 4, 7]",15044,True,5070,True,2.967258382642998
591,"[2, 4, 7, 6, 4, 6]",124146,True,22753,True,5.456247527798532
381,"[9, 10, 2, 50, 50, 7]",359,True,253,True,1.4189723320158103
837,"[2, 25, 1, 100, 10, 1]",395821,False,42639,False,9.283074180914186
193,"[3, 6, 10, 2, 3, 10]",5174,True,2745,True,1.8848816029143898
737,"[8, 2, 9, 3, 7, 8]",110553,True,37529,True,2.945801913187135
242,"[8, 2, 25, 7, 7, 2]",458,True,338,True,1.3550295857988166
596,"[3, 50, 9, 2, 10, 75]",48600,True,26076,True,1.863782788771284
564,"[3, 5, 10, 8, 2, 4]",37260,True,20215,True,1.843185753153599
996,"[10, 8, 4, 2, 4, 9]",114633,True,31557,True,3.6325696358969486
182,"[4, 5, 3, 4, 9, 9]",3349,True,1573,True,2.129052765416402
362,"[4, 50, 3, 7, 25, 4]",4807,True,3417,True,1.4067895815042435
803,"[9, 8, 8, 8, 9, 50]",252191,False,11802,False,21.368496864938145
917,"[10, 2, 50, 1, 1, 8]",211435,True,34348,True,6.155671363689298
